"transactionid";"item";"quantity"
"862c8c5b-5920-4f5c-9a71-1b69b7fd3b07";"Pigs in a Blanket";2
"862c8c5b-5920-4f5c-9a71-1b69b7fd3b07";"New Belgium La Folie";3
"862c8c5b-5920-4f5c-9a71-1b69b7fd3b07";"Michelob ULTRA";1
"862c8c5b-5920-4f5c-9a71-1b69b7fd3b07";"Stolichnaya Citrona";2
"862c8c5b-5920-4f5c-9a71-1b69b7fd3b07";"Shrimp Cocktail";3
"43073876-a74b-4fc3-85cc-42c026815cd7";"Cheese Fries";3
"43073876-a74b-4fc3-85cc-42c026815cd7";"Sloppy Joe";1
"43073876-a74b-4fc3-85cc-42c026815cd7";"Mozzarella Sticks";1
"bac52535-665a-4956-995e-1841aa5d602a";"Allagash White";1
"bac52535-665a-4956-995e-1841aa5d602a";"Artichoke Dip";3
"bac52535-665a-4956-995e-1841aa5d602a";"Brooklyn Bel Air Sour";3
"bac52535-665a-4956-995e-1841aa5d602a";"Buffalo Wings";1
"f44c4f5b-0018-48e1-8d79-dfcfef64655f";"Chilli";1
"f44c4f5b-0018-48e1-8d79-dfcfef64655f";"New Belgium La Folie";3
"f44c4f5b-0018-48e1-8d79-dfcfef64655f";"Shrimp Cocktail";1
"755c149c-83c2-497b-8de2-fc64ec6e575c";"Allagash White";2
"755c149c-83c2-497b-8de2-fc64ec6e575c";"Sloppy Joe";2
"755c149c-83c2-497b-8de2-fc64ec6e575c";"Fried Pickles";3
"755c149c-83c2-497b-8de2-fc64ec6e575c";"New Belgium La Folie";1
"d28ff513-19a9-4fb5-a35a-5d90f5302d89";"Cheese Fries";1
"d28ff513-19a9-4fb5-a35a-5d90f5302d89";"Artichoke Dip";2
"d28ff513-19a9-4fb5-a35a-5d90f5302d89";"Brooklyn Bel Air Sour";2
"1db66ca3-5c58-40ec-ac20-f4438be79fa4";"Allagash White";1
"1db66ca3-5c58-40ec-ac20-f4438be79fa4";"Shrimp Cocktail";3
"84e2e6e6-df2b-4db9-82d5-1371df2d0d9c";"Cheese Fries";2
"84e2e6e6-df2b-4db9-82d5-1371df2d0d9c";"New Belgium La Folie";2
"84e2e6e6-df2b-4db9-82d5-1371df2d0d9c";"Stolichnaya Citrona";1
"84e2e6e6-df2b-4db9-82d5-1371df2d0d9c";"Buffalo Wings";1
"84e2e6e6-df2b-4db9-82d5-1371df2d0d9c";"Hefeweizen";1
"cee0492e-e700-4719-831d-e18ec9f3d7be";"Cheese Fries";3
"cee0492e-e700-4719-831d-e18ec9f3d7be";"New Belgium La Folie";3
"cee0492e-e700-4719-831d-e18ec9f3d7be";"Toppling Goliath King Sue";1
"cee0492e-e700-4719-831d-e18ec9f3d7be";"Stolichnaya Citrona";1
"cee0492e-e700-4719-831d-e18ec9f3d7be";"Allagash White";2
"17075dba-7a08-4dc0-aded-aa30478ee9bd";"Fried Pickles";3
"17075dba-7a08-4dc0-aded-aa30478ee9bd";"Toppling Goliath King Sue";3
"17075dba-7a08-4dc0-aded-aa30478ee9bd";"Hefeweizen";3
"17075dba-7a08-4dc0-aded-aa30478ee9bd";"Sloppy Joe";2
"82c352f4-858a-444d-a7b9-2331b05109e6";"Buffalo Wings";1
"82c352f4-858a-444d-a7b9-2331b05109e6";"Fried Pickles";2
"82c352f4-858a-444d-a7b9-2331b05109e6";"Russian River STS";3
"82c352f4-858a-444d-a7b9-2331b05109e6";"Mozzarella Sticks";1
"2cdf765b-9111-4287-ad7f-d2e2c5f9df9f";"Allagash White";1
"f0620c24-5aef-438e-aced-380cd95f27fb";"Russian River STS";3
"f0620c24-5aef-438e-aced-380cd95f27fb";"Pigs in a Blanket";2
"f0620c24-5aef-438e-aced-380cd95f27fb";"Hefeweizen";2
"0fc9cb30-51a5-4743-b13e-94906d6bf6bd";"Pigs in a Blanket";3
"0fc9cb30-51a5-4743-b13e-94906d6bf6bd";"Chilli";2
"0fc9cb30-51a5-4743-b13e-94906d6bf6bd";"Tired Hands SaisonHands";1
"0fc9cb30-51a5-4743-b13e-94906d6bf6bd";"New Belgium La Folie";1
"0fc9cb30-51a5-4743-b13e-94906d6bf6bd";"Fried Pickles";2
"ce060bfe-bdbb-470c-8171-3e06c3061496";"New Belgium La Folie";3
"ce060bfe-bdbb-470c-8171-3e06c3061496";"Allagash White";3
"ce060bfe-bdbb-470c-8171-3e06c3061496";"Buffalo Wings";2
"ce060bfe-bdbb-470c-8171-3e06c3061496";"Michelob ULTRA";3
"d20ceab5-d2ba-4645-b823-2dfa6dfcc799";"Cheese Fries";1
"f0f4d933-f8d6-4c1d-af97-143bd0da33e1";"Mozzarella Sticks";1
"f0f4d933-f8d6-4c1d-af97-143bd0da33e1";"Artichoke Dip";2
"7b6353da-fa8a-463e-a795-9c47b9cb7856";"Mozzarella Sticks";2
"05758502-111b-4e93-b0df-56b3b55e04b0";"Cheese Fries";2
"9a8434b6-b0b2-44c9-bebb-718b5edd74f2";"Russian River STS";1
"9a8434b6-b0b2-44c9-bebb-718b5edd74f2";"Stolichnaya Citrona";2
"50899fc2-7a56-42a8-9fa7-f6cb17bb6f90";"Mozzarella Sticks";1
"50899fc2-7a56-42a8-9fa7-f6cb17bb6f90";"Stolichnaya Citrona";2
"50899fc2-7a56-42a8-9fa7-f6cb17bb6f90";"New Belgium La Folie";2
"50899fc2-7a56-42a8-9fa7-f6cb17bb6f90";"Disco Fries";1
"2121f70d-d8b2-4fdd-8be0-102939029ca3";"Disco Fries";1
"2121f70d-d8b2-4fdd-8be0-102939029ca3";"Artichoke Dip";1
"2121f70d-d8b2-4fdd-8be0-102939029ca3";"Allagash White";1
"5a5d7870-e46d-4379-8907-aa0ea7500f19";"Cheese Fries";1
"5a5d7870-e46d-4379-8907-aa0ea7500f19";"Hefeweizen";2
"5a5d7870-e46d-4379-8907-aa0ea7500f19";"Tired Hands SaisonHands";1
"05de24e4-c323-4687-a2b8-e2e44271113a";"Fried Pickles";1
"05de24e4-c323-4687-a2b8-e2e44271113a";"Tired Hands SaisonHands";1
"05de24e4-c323-4687-a2b8-e2e44271113a";"Michelob ULTRA";2
"361c36f7-2032-4962-ac76-fc3884aa606b";"Hefeweizen";1
"361c36f7-2032-4962-ac76-fc3884aa606b";"Tired Hands SaisonHands";1
"361c36f7-2032-4962-ac76-fc3884aa606b";"Michelob ULTRA";2
"361c36f7-2032-4962-ac76-fc3884aa606b";"Mozzarella Sticks";1
"361c36f7-2032-4962-ac76-fc3884aa606b";"Stolichnaya Citrona";1
"aef2733f-0acf-4551-a375-5cafa1f835be";"Sloppy Joe";2
"aef2733f-0acf-4551-a375-5cafa1f835be";"Fried Pickles";2
"aef2733f-0acf-4551-a375-5cafa1f835be";"Brooklyn Bel Air Sour";2
"72700c7d-cfb2-4c96-97fe-79a91cab2f14";"Pigs in a Blanket";3
"72700c7d-cfb2-4c96-97fe-79a91cab2f14";"Shrimp Cocktail";2
"72700c7d-cfb2-4c96-97fe-79a91cab2f14";"Cheese Fries";3
"72700c7d-cfb2-4c96-97fe-79a91cab2f14";"Hefeweizen";1
"d0ba5ec9-a2e6-4493-8290-933328705bfa";"Pigs in a Blanket";2
"fefd4163-3848-4df7-b628-80f84cf92f53";"Chilli";2
"9c999cdc-ec5d-45ab-b752-fbe2aa19257e";"Michelob ULTRA";1
"9c999cdc-ec5d-45ab-b752-fbe2aa19257e";"Tired Hands SaisonHands";3
"9c999cdc-ec5d-45ab-b752-fbe2aa19257e";"Sloppy Joe";2
"9c999cdc-ec5d-45ab-b752-fbe2aa19257e";"Pigs in a Blanket";1
"9c999cdc-ec5d-45ab-b752-fbe2aa19257e";"Toppling Goliath King Sue";3
"161015e6-8469-4143-b09c-bdc68f81a2c1";"Michelob ULTRA";2
"161015e6-8469-4143-b09c-bdc68f81a2c1";"Stolichnaya Citrona";2
"cbf35486-2c7d-4413-86a3-2cef47496d9b";"Tired Hands SaisonHands";3
"cbf35486-2c7d-4413-86a3-2cef47496d9b";"Cheese Fries";2
"27bbdb63-a9d4-47df-b20f-8837b0458b17";"Toppling Goliath King Sue";2
"27bbdb63-a9d4-47df-b20f-8837b0458b17";"Michelob ULTRA";1
"9c049606-64c3-4540-9645-45019072d4f0";"Michelob ULTRA";1
"9c049606-64c3-4540-9645-45019072d4f0";"Disco Fries";1
"9c049606-64c3-4540-9645-45019072d4f0";"Fried Pickles";3
"b98f15ad-6d66-4cf7-9f6e-59daa83c3bc0";"Michelob ULTRA";1
"bc9de448-f6c3-4d24-a53b-641ec41f981d";"Cheese Fries";1
"bc9de448-f6c3-4d24-a53b-641ec41f981d";"Artichoke Dip";1
"bc9de448-f6c3-4d24-a53b-641ec41f981d";"Toppling Goliath King Sue";1
"bc9de448-f6c3-4d24-a53b-641ec41f981d";"Tired Hands SaisonHands";2
"cbab604d-f395-4d74-9814-966f7aad947a";"Fried Pickles";1
"cbab604d-f395-4d74-9814-966f7aad947a";"Artichoke Dip";2
"da1ca148-e625-408f-b85d-6510689b27f4";"Mozzarella Sticks";3
"da1ca148-e625-408f-b85d-6510689b27f4";"Hefeweizen";2
"da1ca148-e625-408f-b85d-6510689b27f4";"Russian River STS";3
"da1ca148-e625-408f-b85d-6510689b27f4";"Chilli";2
"40de4f40-08eb-4b41-8c07-72db0167ebfb";"Brooklyn Bel Air Sour";2
"40de4f40-08eb-4b41-8c07-72db0167ebfb";"Michelob ULTRA";2
"40de4f40-08eb-4b41-8c07-72db0167ebfb";"Shrimp Cocktail";1
"99ce5463-64aa-49d4-88de-74f81cf536a1";"Artichoke Dip";2
"99ce5463-64aa-49d4-88de-74f81cf536a1";"New Belgium La Folie";1
"99ce5463-64aa-49d4-88de-74f81cf536a1";"Shrimp Cocktail";2
"c462c10d-de83-495a-87c3-5269d2d45f36";"Allagash White";3
"c462c10d-de83-495a-87c3-5269d2d45f36";"Artichoke Dip";2
"dc7fe78e-a3b2-4d49-aa75-8665426b5b34";"Cheese Fries";1
"dc7fe78e-a3b2-4d49-aa75-8665426b5b34";"Sloppy Joe";1
"dc7fe78e-a3b2-4d49-aa75-8665426b5b34";"Buffalo Wings";3
"854baacc-1569-46b4-b596-abd24b0d292e";"New Belgium La Folie";2
"854baacc-1569-46b4-b596-abd24b0d292e";"Buffalo Wings";3
"854baacc-1569-46b4-b596-abd24b0d292e";"Sloppy Joe";3
"466d714a-3f22-493a-bd6c-eadefbef3e0a";"Shrimp Cocktail";3
"466d714a-3f22-493a-bd6c-eadefbef3e0a";"Mozzarella Sticks";3
"466d714a-3f22-493a-bd6c-eadefbef3e0a";"Hefeweizen";2
"419dc50c-5f14-4fbf-b84b-1c9d5eae17d0";"Pigs in a Blanket";2
"419dc50c-5f14-4fbf-b84b-1c9d5eae17d0";"Cheese Fries";1
"dcebbbde-8b85-451d-8cae-e7bf67ffb104";"Cheese Fries";2
"dcebbbde-8b85-451d-8cae-e7bf67ffb104";"Buffalo Wings";2
"dcebbbde-8b85-451d-8cae-e7bf67ffb104";"Allagash White";1
"dcebbbde-8b85-451d-8cae-e7bf67ffb104";"Fried Pickles";2
"dcebbbde-8b85-451d-8cae-e7bf67ffb104";"Disco Fries";3
"31d93c4d-e937-437c-98c6-deab13808eeb";"Russian River STS";2
"31d93c4d-e937-437c-98c6-deab13808eeb";"Fried Pickles";3
"31d93c4d-e937-437c-98c6-deab13808eeb";"Chilli";2
"31d93c4d-e937-437c-98c6-deab13808eeb";"Stolichnaya Citrona";1
"31d93c4d-e937-437c-98c6-deab13808eeb";"Toppling Goliath King Sue";3
"9e9ff954-8e69-46f5-bf2a-06e702a64ab9";"Russian River STS";1
"9e9ff954-8e69-46f5-bf2a-06e702a64ab9";"Chilli";2
"a8f812bf-3acb-43b9-a510-c47111df7ac6";"New Belgium La Folie";2
"a8f812bf-3acb-43b9-a510-c47111df7ac6";"Fried Pickles";1
"a8f812bf-3acb-43b9-a510-c47111df7ac6";"Tired Hands SaisonHands";3
"a8f812bf-3acb-43b9-a510-c47111df7ac6";"Hefeweizen";1
"a8f812bf-3acb-43b9-a510-c47111df7ac6";"Buffalo Wings";3
"a8e55ffe-3709-42b4-a407-f5015ef86b97";"Mozzarella Sticks";1
"a8e55ffe-3709-42b4-a407-f5015ef86b97";"Brooklyn Bel Air Sour";3
"a8e55ffe-3709-42b4-a407-f5015ef86b97";"Disco Fries";1
"a8e55ffe-3709-42b4-a407-f5015ef86b97";"Fried Pickles";1
"d6eaba1c-4437-40b2-84da-a01792dc2046";"Pigs in a Blanket";1
"d6eaba1c-4437-40b2-84da-a01792dc2046";"Shrimp Cocktail";3
"2fd54dba-4f60-4674-85bd-957b0e4a51d5";"Michelob ULTRA";3
"2fd54dba-4f60-4674-85bd-957b0e4a51d5";"Shrimp Cocktail";3
"2fd54dba-4f60-4674-85bd-957b0e4a51d5";"Artichoke Dip";3
"2fd54dba-4f60-4674-85bd-957b0e4a51d5";"New Belgium La Folie";1
"2fd54dba-4f60-4674-85bd-957b0e4a51d5";"Tired Hands SaisonHands";1
"c1b2ad5a-7096-4f98-a392-9522f07f6610";"Sun King Afternoon Delight";2
"c1b2ad5a-7096-4f98-a392-9522f07f6610";"Toppling Goliath King Sue";2
"360fc819-47d7-493a-8360-29601c323843";"Burial Griddle";3
"360fc819-47d7-493a-8360-29601c323843";"Fried Pickles";3
"2002b05a-6bf4-4c52-b9e8-e0b983e602d4";"Burial Griddle";1
"2002b05a-6bf4-4c52-b9e8-e0b983e602d4";"Fried Pickles";1
"2002b05a-6bf4-4c52-b9e8-e0b983e602d4";"Trilliul Vicinity";1
"14fc5571-0d4d-45f8-846f-562600b8b1eb";"Trilliul Vicinity";3
"14fc5571-0d4d-45f8-846f-562600b8b1eb";"Michelob ULTRA";1
"26dbda52-a886-498e-b99e-5a27163335cf";"Creamy Dark";1
"26dbda52-a886-498e-b99e-5a27163335cf";"Trilliul Vicinity";3
"26dbda52-a886-498e-b99e-5a27163335cf";"Michelob Golden Draft Light";2
"26dbda52-a886-498e-b99e-5a27163335cf";"French Fries";2
"9dbb7a27-8e18-4afc-8ae1-69b7d7f8c4dd";"Sun King Afternoon Delight";3
"9dbb7a27-8e18-4afc-8ae1-69b7d7f8c4dd";"Toppling Goliath King Sue";3
"9dbb7a27-8e18-4afc-8ae1-69b7d7f8c4dd";"Shrimp Cocktail";3
"9dbb7a27-8e18-4afc-8ae1-69b7d7f8c4dd";"Burial Griddle";2
"9dbb7a27-8e18-4afc-8ae1-69b7d7f8c4dd";"Michelob ULTRA";1
"95fd9f5c-9f1b-48fa-86e4-5e428e1fd190";"Original Premium";1
"95fd9f5c-9f1b-48fa-86e4-5e428e1fd190";"Toppling Goliath King Sue";3
"95fd9f5c-9f1b-48fa-86e4-5e428e1fd190";"Trilliul Vicinity";2
"c43eabb2-bb55-41e1-83f5-547722419669";"Trilliul Vicinity";2
"619b5c7a-be86-4089-8b04-b042390a7797";"Creamy Dark";3
"e54f8766-47e9-4874-951c-7fb804b26b96";"Original Premium";2
"e54f8766-47e9-4874-951c-7fb804b26b96";"French Fries";2
"c28be0a8-c939-43cd-a570-77cab7fffc9e";"New Glarus Berliner Weiss";2
"c28be0a8-c939-43cd-a570-77cab7fffc9e";"Creamy Dark";3
"5c08c06c-8213-40bc-9cb2-87b45bb74333";"Creamy Dark";2
"5c08c06c-8213-40bc-9cb2-87b45bb74333";"French Fries";2
"5c08c06c-8213-40bc-9cb2-87b45bb74333";"Sun King Afternoon Delight";3
"5c08c06c-8213-40bc-9cb2-87b45bb74333";"Fried Pickles";2
"5c08c06c-8213-40bc-9cb2-87b45bb74333";"Nachos";3
"4ebe60ad-14ba-45cf-a9b5-5fcedbef9d09";"Trilliul Vicinity";2
"4ebe60ad-14ba-45cf-a9b5-5fcedbef9d09";"Original Premium";1
"f9a128fe-ce74-4935-b732-70aa95d6382a";"Sun King Afternoon Delight";1
"7f159b41-aa02-4bf0-a133-0704d39808cc";"Creamy Dark";1
"7f159b41-aa02-4bf0-a133-0704d39808cc";"Original Premium";2
"7f159b41-aa02-4bf0-a133-0704d39808cc";"Zima";3
"ac18aac0-7202-49cc-80c4-c05b85e6a5c6";"Nachos";2
"ac18aac0-7202-49cc-80c4-c05b85e6a5c6";"Trilliul Vicinity";2
"ac18aac0-7202-49cc-80c4-c05b85e6a5c6";"Shrimp Cocktail";1
"a731ba3c-185e-4004-a859-9336a0d9ca36";"Sun King Afternoon Delight";2
"26a9bd64-3797-405e-94ff-97fe00f1ed6d";"Toppling Goliath King Sue";1
"26a9bd64-3797-405e-94ff-97fe00f1ed6d";"Creamy Dark";3
"26a9bd64-3797-405e-94ff-97fe00f1ed6d";"Original Premium";2
"a6f380c0-d341-4d6c-81ae-a5e285873c85";"Original Premium";1
"a6f380c0-d341-4d6c-81ae-a5e285873c85";"Michelob Golden Draft Light";3
"a6f380c0-d341-4d6c-81ae-a5e285873c85";"French Fries";3
"a6f380c0-d341-4d6c-81ae-a5e285873c85";"Shrimp Cocktail";2
"a6f380c0-d341-4d6c-81ae-a5e285873c85";"Nachos";3
"47180cc1-dbb5-499a-80f8-8957d0d54b43";"ICEHOUSE";1
"47180cc1-dbb5-499a-80f8-8957d0d54b43";"Nachos";1
"47180cc1-dbb5-499a-80f8-8957d0d54b43";"Fried Pickles";3
"e765a337-9bc0-4aad-bf65-58778f3e9484";"Fried Pickles";2
"e765a337-9bc0-4aad-bf65-58778f3e9484";"ICEHOUSE";2
"b42dee5b-0cc0-48ca-8d28-541351b00e71";"ICEHOUSE";1
"b42dee5b-0cc0-48ca-8d28-541351b00e71";"Toppling Goliath King Sue";2
"b42dee5b-0cc0-48ca-8d28-541351b00e71";"Michelob Golden Draft Light";2
"b42dee5b-0cc0-48ca-8d28-541351b00e71";"Chilli";3
"e9200d5b-6e50-4acd-a6dc-30097e31b910";"French Fries";3
"e9200d5b-6e50-4acd-a6dc-30097e31b910";"Michelob Golden Draft Light";3
"e9200d5b-6e50-4acd-a6dc-30097e31b910";"Trilliul Vicinity";2
"e9200d5b-6e50-4acd-a6dc-30097e31b910";"Shrimp Cocktail";1
"5166a809-f6ed-4e0f-bc6f-2922ce007222";"Michelob Golden Draft Light";3
"5166a809-f6ed-4e0f-bc6f-2922ce007222";"Zima";1
"dcfaad5b-7613-4689-a732-942863c1412d";"Sun King Afternoon Delight";3
"b8933685-5bff-47cb-afa1-4a8f18bd709f";"Creamy Dark";2
"b8933685-5bff-47cb-afa1-4a8f18bd709f";"Trilliul Vicinity";2
"b8933685-5bff-47cb-afa1-4a8f18bd709f";"Original Premium";3
"b8933685-5bff-47cb-afa1-4a8f18bd709f";"Nachos";1
"b8933685-5bff-47cb-afa1-4a8f18bd709f";"Toppling Goliath King Sue";1
"b3feec2a-3252-49d3-83cb-ea4a131964ee";"Michelob Golden Draft Light";3
"b3feec2a-3252-49d3-83cb-ea4a131964ee";"New Glarus Berliner Weiss";2
"b3feec2a-3252-49d3-83cb-ea4a131964ee";"Creamy Dark";2
"b3feec2a-3252-49d3-83cb-ea4a131964ee";"Burial Griddle";3
"b3feec2a-3252-49d3-83cb-ea4a131964ee";"Shrimp Cocktail";2
"2dd177fc-000c-4281-97d0-4e62c75ac467";"Toppling Goliath King Sue";3
"cd797c37-6963-4696-a048-94c880653de2";"Sun King Afternoon Delight";1
"cd797c37-6963-4696-a048-94c880653de2";"Creamy Dark";1
"dd9a790f-7a11-4477-93da-559a9ef19400";"Michelob ULTRA";3
"dd9a790f-7a11-4477-93da-559a9ef19400";"Michelob Golden Draft Light";1
"dd9a790f-7a11-4477-93da-559a9ef19400";"Burial Griddle";2
"dd9a790f-7a11-4477-93da-559a9ef19400";"Trilliul Vicinity";1
"dd9a790f-7a11-4477-93da-559a9ef19400";"Toppling Goliath King Sue";3
"51302fa4-d330-418b-9f07-6bdeb1a0c865";"ICEHOUSE";2
"51302fa4-d330-418b-9f07-6bdeb1a0c865";"Michelob ULTRA";3
"51302fa4-d330-418b-9f07-6bdeb1a0c865";"Trilliul Vicinity";2
"51302fa4-d330-418b-9f07-6bdeb1a0c865";"Burial Griddle";2
"f66b3964-cc28-43ff-97ef-449e95266fd2";"Michelob Golden Draft Light";1
"f66b3964-cc28-43ff-97ef-449e95266fd2";"Zima";1
"194496e6-e5d8-4ce0-b3e1-1db2eec701f3";"Fried Pickles";2
"194496e6-e5d8-4ce0-b3e1-1db2eec701f3";"Michelob ULTRA";1
"0b1ee6df-2129-44f1-a7c3-5ba47020a94d";"Chilli";1
"0b1ee6df-2129-44f1-a7c3-5ba47020a94d";"Toppling Goliath King Sue";1
"0a48c340-a12e-4d84-b778-82526563b0c6";"Fried Pickles";3
"0a48c340-a12e-4d84-b778-82526563b0c6";"Chilli";2
"0a48c340-a12e-4d84-b778-82526563b0c6";"Sun King Afternoon Delight";1
"33415699-4b1d-4239-b87e-2d816ab603d0";"Michelob Golden Draft Light";3
"33415699-4b1d-4239-b87e-2d816ab603d0";"Original Premium";1
"33415699-4b1d-4239-b87e-2d816ab603d0";"French Fries";1
"33415699-4b1d-4239-b87e-2d816ab603d0";"Fried Pickles";2
"33415699-4b1d-4239-b87e-2d816ab603d0";"Nachos";3
"de9c0142-47c2-4be9-adbf-f289b4c1dbd5";"Toppling Goliath King Sue";1
"de9c0142-47c2-4be9-adbf-f289b4c1dbd5";"French Fries";3
"de9c0142-47c2-4be9-adbf-f289b4c1dbd5";"Zima";3
"de9c0142-47c2-4be9-adbf-f289b4c1dbd5";"Michelob Golden Draft Light";3
"de9c0142-47c2-4be9-adbf-f289b4c1dbd5";"Fried Pickles";1
"18d041c5-7d9a-4aee-9baa-7d2db3e845d9";"Sun King Afternoon Delight";1
"18d041c5-7d9a-4aee-9baa-7d2db3e845d9";"Fried Pickles";3
"a128c4ab-557e-4eef-b7e5-2bfb79bf4b6c";"Shrimp Cocktail";2
"a128c4ab-557e-4eef-b7e5-2bfb79bf4b6c";"Michelob Golden Draft Light";2
"a128c4ab-557e-4eef-b7e5-2bfb79bf4b6c";"ICEHOUSE";3
"a128c4ab-557e-4eef-b7e5-2bfb79bf4b6c";"Toppling Goliath King Sue";3
"a128c4ab-557e-4eef-b7e5-2bfb79bf4b6c";"New Glarus Berliner Weiss";3
"cab7ee6e-2f77-4ea1-8657-8e969fa32b90";"New Glarus Berliner Weiss";2
"cab7ee6e-2f77-4ea1-8657-8e969fa32b90";"Chilli";1
"cab7ee6e-2f77-4ea1-8657-8e969fa32b90";"Original Premium";2
"cab7ee6e-2f77-4ea1-8657-8e969fa32b90";"ICEHOUSE";1
"4b94a6ae-b867-4f65-94c4-a462dd25abc5";"Zima";1
"4b94a6ae-b867-4f65-94c4-a462dd25abc5";"Chilli";2
"c7d65899-fe31-464e-b2e8-4a10a9cb3a91";"Trilliul Vicinity";2
"c7d65899-fe31-464e-b2e8-4a10a9cb3a91";"Sun King Afternoon Delight";2
"c7d65899-fe31-464e-b2e8-4a10a9cb3a91";"New Glarus Berliner Weiss";3
"c7d65899-fe31-464e-b2e8-4a10a9cb3a91";"Original Premium";3
"e055f081-c09b-4bc8-92be-85f245264e8b";"Fried Pickles";1
"e055f081-c09b-4bc8-92be-85f245264e8b";"New Glarus Berliner Weiss";1
"e055f081-c09b-4bc8-92be-85f245264e8b";"Burial Griddle";2
"e055f081-c09b-4bc8-92be-85f245264e8b";"Chilli";3
"e055f081-c09b-4bc8-92be-85f245264e8b";"Sun King Afternoon Delight";1
"6be910a3-789f-4d3f-b083-73590c99fdfa";"New Glarus Berliner Weiss";2
"44957c07-544f-4ec5-84b7-739e6a69b754";"Fried Pickles";3
"44957c07-544f-4ec5-84b7-739e6a69b754";"Toppling Goliath King Sue";3
"44957c07-544f-4ec5-84b7-739e6a69b754";"Original Premium";2
"44957c07-544f-4ec5-84b7-739e6a69b754";"Michelob ULTRA";2
"7384d416-3d22-491b-b300-04e0d983b0e3";"Sun King Afternoon Delight";3
"7384d416-3d22-491b-b300-04e0d983b0e3";"Shrimp Cocktail";1
"7384d416-3d22-491b-b300-04e0d983b0e3";"Nachos";3
"7384d416-3d22-491b-b300-04e0d983b0e3";"Toppling Goliath King Sue";1
"9615947b-5eb7-4696-8ac9-22624c325723";"Shrimp Cocktail";2
"9615947b-5eb7-4696-8ac9-22624c325723";"Burial Griddle";3
"9615947b-5eb7-4696-8ac9-22624c325723";"Original Premium";2
"9615947b-5eb7-4696-8ac9-22624c325723";"Chilli";1
"9615947b-5eb7-4696-8ac9-22624c325723";"New Glarus Berliner Weiss";3
"e7cdb31a-ad6f-494f-bf52-0d7ae922f757";"New Glarus Berliner Weiss";2
"e7cdb31a-ad6f-494f-bf52-0d7ae922f757";"Nachos";2
"e7cdb31a-ad6f-494f-bf52-0d7ae922f757";"Trilliul Vicinity";1
"0c622ae5-c4f5-48c7-a540-5eddc9e1d7f3";"Burial Griddle";3
"0c622ae5-c4f5-48c7-a540-5eddc9e1d7f3";"Shrimp Cocktail";3
"0c622ae5-c4f5-48c7-a540-5eddc9e1d7f3";"Toppling Goliath King Sue";1
"0c622ae5-c4f5-48c7-a540-5eddc9e1d7f3";"Fried Pickles";2
"93e656b0-df5d-455c-a1e1-d66d337dc242";"Nachos";3
"93e656b0-df5d-455c-a1e1-d66d337dc242";"Trilliul Vicinity";1
"93e656b0-df5d-455c-a1e1-d66d337dc242";"Zima";3
"93e656b0-df5d-455c-a1e1-d66d337dc242";"Michelob ULTRA";3
"93e656b0-df5d-455c-a1e1-d66d337dc242";"New Glarus Berliner Weiss";1
"0b543a30-8654-4210-bd33-28afceba66b8";"Trilliul Vicinity";2
"0b543a30-8654-4210-bd33-28afceba66b8";"Shrimp Cocktail";3
"0b543a30-8654-4210-bd33-28afceba66b8";"Fried Pickles";1
"0b543a30-8654-4210-bd33-28afceba66b8";"Original Premium";1
"0b543a30-8654-4210-bd33-28afceba66b8";"French Fries";1
"8bb2b971-8391-47a7-a44f-cffa44deb639";"Chilli";3
"3e7da674-a840-4cdf-bd8e-5d0126b448d9";"Nachos";2
"3e7da674-a840-4cdf-bd8e-5d0126b448d9";"French Fries";1
"7e25f8f2-f8e8-4ed5-a539-642f225a9b1a";"Creamy Dark";1
"3ec19288-1a1b-4d12-9275-29aace8ef7a6";"Michelob Golden Draft Light";2
"3ec19288-1a1b-4d12-9275-29aace8ef7a6";"Chilli";1
"3ec19288-1a1b-4d12-9275-29aace8ef7a6";"Creamy Dark";1
"15103497-a6f9-4f02-b8dc-5bb2438ab916";"New Glarus Berliner Weiss";2
"15103497-a6f9-4f02-b8dc-5bb2438ab916";"Michelob Golden Draft Light";3
"15103497-a6f9-4f02-b8dc-5bb2438ab916";"French Fries";1
"15103497-a6f9-4f02-b8dc-5bb2438ab916";"Creamy Dark";1
"643e6e17-41b0-484b-8f4e-fbc6ccc04bb1";"Original Premium";1
"76c79698-13d2-4a00-b185-7ffae160c423";"Original Premium";3
"fd50cf09-b7d3-4ae4-bcf9-a22e444ef862";"French Fries";3
"fd50cf09-b7d3-4ae4-bcf9-a22e444ef862";"ICEHOUSE";3
"fd50cf09-b7d3-4ae4-bcf9-a22e444ef862";"Michelob ULTRA";2
"fd50cf09-b7d3-4ae4-bcf9-a22e444ef862";"Nachos";2
"b78f0167-d084-42db-9af6-26299e14d8f8";"New Glarus Berliner Weiss";2
"b78f0167-d084-42db-9af6-26299e14d8f8";"French Fries";2
"7a0c3949-6994-432a-9cc3-d4bc402fd14e";"Original Premium";3
"7a0c3949-6994-432a-9cc3-d4bc402fd14e";"Chilli";3
"7a0c3949-6994-432a-9cc3-d4bc402fd14e";"Zima";3
"19e61f6b-35fc-42d5-a91d-3ae73495dee4";"Shrimp Cocktail";1
"19e61f6b-35fc-42d5-a91d-3ae73495dee4";"ICEHOUSE";3
"19e61f6b-35fc-42d5-a91d-3ae73495dee4";"Michelob Golden Draft Light";2
