bar;item;price
Boss;Onion Rings;14.29
Boss;Hot Dogs;14.99
Bostock's Billiards & Bar;Brooklyn Bel Air Sour;5.64
Bostock's Billiards & Bar;Sauza Diablo;6.75
Bostock's Billiards & Bar;Melvin 2x4 Double IPA;7.33
Bostock's Billiards & Bar;Creamy Dark;7.93
Bostock's Billiards & Bar;Blue Moon;9.16
Bostock's Billiards & Bar;New Belgium La Folie;9.23
Bostock's Billiards & Bar;Bud;9.59
Bostock's Billiards & Bar;Potato Skins;10.33
Bostock's Billiards & Bar;French Fries;10.99
Bostock's Billiards & Bar;Maple-Glazed Peanuts;11.41
Bostock's Billiards & Bar;Jalapeno Poppers;12.66
Bostock's Billiards & Bar;Sloppy Joe;13.03
Bostock's Billiards & Bar;Cheese Fries;13.62
Bostock's Billiards & Bar;Nachos;14.41
Bourbon Street Pub;ICEHOUSE;5.5
Bourbon Street Pub;Southpaw Light;5.55
Bourbon Street Pub;Brooklyn Bel Air Sour;5.83
Bourbon Street Pub;Original Premium;5.84
Bourbon Street Pub;Sauza Diablo;5.87
Bourbon Street Pub;Trilliul Vicinity;5.89
Bourbon Street Pub;Carton Boat Beer;6.44
Bourbon Street Pub;Toppling Goliath King Sue;6.46
Bourbon Street Pub;Michelob Golden Draft Light;6.59
Bourbon Street Pub;Stolichnaya Citrona;7.04
Bourbon Street Pub;Blue Moon;7.59
Bourbon Street Pub;Sun King Afternoon Delight;7.66
Bourbon Street Pub;Allagash White;7.73
Bourbon Street Pub;Grimm Afterimage;7.82
Bourbon Street Pub;Port Brewing Board Meeting;7.84
Bourbon Street Pub;Zima;7.99
Bourbon Street Pub;Chuckanut Kolsch Style;8.9
Bourbon Street Pub;Zima Citrus;9.2
Bourbon Street Pub;Budweiser;9.76
Bourbon Street Pub;Moonlight Death and Taxes;9.94
Bourbon Street Pub;French Fries;11.12
Bourbon Street Pub;Popcorn;11.36
Bourbon Street Pub;Jalapeno Poppers;11.86
Bourbon Street Pub;Fried Pickles;12.31
Bourbon Street Pub;Mozzarella Sticks;12.56
Bourbon Street Pub;Onion Rings;13.11
Bourbon Street Pub;Hot Dogs;13.35
Bourbon Street Pub;Nachos;13.91
Bourbon Street Pub;Soft Pretzel;14.58
Bracken's Pub;Southpaw Light;5.38
Bracken's Pub;Michelob ULTRA;5.49
Bracken's Pub;The Bruery Mocha Wednesday;5.49
Bracken's Pub;New Belgium La Folie;5.62
Bracken's Pub;Sun King Afternoon Delight;6.23
Bracken's Pub;Marz Diliner Weisse;6.29
Bracken's Pub;Dogfish SeaQuench;6.81
Bracken's Pub;Live Oak Hefeweizen;7.1
Bracken's Pub;Michelob Golden Draft;7.63
Bracken's Pub;Grimm Afterimage;7.9
Bracken's Pub;Russian River STS;8.19
Bracken's Pub;Holy Mountain Misere Au Borinage;8.79
Bracken's Pub;Burial Griddle;9.36
Bracken's Pub;Chuckanut Kolsch Style;9.5
Bracken's Pub;Budweiser;9.5
Bracken's Pub;Popcorn;10.01
Bracken's Pub;Disco Fries;10.48
Bracken's Pub;Burger Sliders;10.6
Bracken's Pub;Pigs in a Blanket;11.34
Bracken's Pub;Hot Dogs;12.05
Bracken's Pub;Quesadillas;12.81
Bracken's Pub;Soft Pretzel;14.18
Brackins;Hefeweizen;5.02
Brackins;New Glarus Berliner Weiss;6.98
Brackins;Creamy Dark;7.3
Brackins;Bud;7.35
Brackins;Russian River STS;9.9
Brackins;Popcorn;10.81
Brackins;Maple-Glazed Peanuts;11.01
Brackins;Jalapeno Poppers;11.61
Brackins;Roasted Cauliflower;11.66
Brackins;Shrimp Cocktail;11.7
Brackins;Hot Wings;12.36
Brackins;Onion Rings;13.07
Brackins;Quesadillas;13.43
Brackins;Soft Pretzel;14.51
Branch;Michelob ULTRA;5.42
Branch;New Glarus Berliner Weiss;5.47
Branch;Original Premium;6.06
Branch;The Bruery Mocha Wednesday;6.09
Branch;Trilliul Vicinity;6.22
Branch;Summit Extra Pale Ale;6.6
Branch;Tired Hands SaisonHands;6.64
Branch;Michelob Golden Draft Light;6.74
Branch;Original Premium Lager Dog;7.84
Branch;Lion Bridge Compensation;7.88
Branch;Devils Backbone Vienna Lager;8.31
Branch;Hefeweizen Doppelbock;8.42
Branch;Live Oak Hefeweizen;8.45
Branch;Russian River STS;8.46
Branch;Chuckanut Kolsch Style;8.46
Branch;Budweiser;8.82
Branch;Extra Gold;9.13
Branch;Moonlight Death and Taxes;9.81
Branch;Popcorn;10.27
Branch;Disco Fries;10.55
Branch;Chilli;10.92
Branch;Fried Pickles;13.41
Branch;Mozzarella Sticks;14.24
Branch;Hot Wings;14.58
Branch;Hot Dogs;14.75
Branch;Quesadillas;14.96
Branch Night Club;Hefeweizen;5.24
Branch Night Club;Suarez Family Palatine Pils;5.71
Branch Night Club;Sauza Diablo;7.15
Branch Night Club;Creamy Dark;7.52
Branch Night Club;Devils Backbone Vienna Lager;8.19
Branch Night Club;Russian River STS;8.48
Branch Night Club;Original Premium Lager;9.93
Branch Night Club;Popcorn;10.26
Branch Night Club;Disco Fries;10.65
Branch Night Club;Pigs in a Blanket;12.35
Branch Night Club;Cheese Fries;13.07
Branch Night Club;Buffalo Wings;14.52
Brass Key;ICEHOUSE;5.44
Brass Key;Michelob ULTRA;5.56
Brass Key;Michelob Amber Bock;6.04
Brass Key;New Glarus Berliner Weiss;6.33
Brass Key;Brooklyn Bel Air Sour;6.49
Brass Key;The Bruery Mocha Wednesday;6.9
Brass Key;Sauza Diablo;6.96
Brass Key;Carton Boat Beer;7.02
Brass Key;Michelob Golden Draft Light;8.0
Brass Key;Wicked Weed Black Angel;8.16
Brass Key;Blue Moon;8.65
Brass Key;New Belgium La Folie;9.47
Brass Key;Hefeweizen Doppelbock;9.67
Brass Key;Michelob Golden Draft;9.77
Brass Key;Russian River STS;9.84
Brass Key;Budweiser;9.88
Brass Key;Popcorn;10.03
Brass Key;Deviled Eggs;10.37
Brass Key;Jalapeno Poppers;11.2
Brass Key;Roasted Cauliflower;11.89
Brass Key;Shrimp Cocktail;12.19
Brass Key;Artichoke Dip;12.39
Brass Key;Sloppy Joe;13.77
Brass Key;Chilli;14.3
Brass Key;Nachos;14.46
Brass Key;Soft Pretzel;14.98
Brewery;Hefeweizen;5.35
Brewery;ICEHOUSE;5.81
Brewery;Southpaw Light;5.86
Brewery;Michelob ULTRA;6.33
Brewery;Michelob Amber Bock;6.42
Brewery;New Glarus Berliner Weiss;6.59
Brewery;Brooklyn Bel Air Sour;6.73
Brewery;Trilliul Vicinity;6.84
Brewery;Tired Hands SaisonHands;7.01
Brewery;J. Wakefield Miami Madness;7.21
Brewery;Creamy Dark;7.27
Brewery;Michelob Golden Draft Light;7.32
Brewery;Wicked Weed Black Angel;7.34
Brewery;Sun King Afternoon Delight;7.83
Brewery;Killian's;8.55
Brewery;Port Brewing Board Meeting;8.8
Brewery;Original Premium Lager;9.32
Brewery;Extra Gold;9.4
Brewery;Moonlight Death and Taxes;9.55
Brewery;Potato Skins;10.79
Brewery;Popcorn;11.62
Brewery;Deviled Eggs;12.8
Brewery;Roasted Cauliflower;12.99
Brewery;Chilli;14.05
Brewery;Onion Rings;14.1
Brewery;Nachos;14.87
Broadway Regency Restaurant;Michelob ULTRA;5.59
Broadway Regency Restaurant;New Glarus Berliner Weiss;5.81
Broadway Regency Restaurant;Original Premium;5.94
Broadway Regency Restaurant;Sauza Diablo;6.14
Broadway Regency Restaurant;Carton Boat Beer;6.91
Broadway Regency Restaurant;Tired Hands SaisonHands;7.09
Broadway Regency Restaurant;Creamy Dark;7.28
Broadway Regency Restaurant;Stolichnaya Citrona;7.37
Broadway Regency Restaurant;Killian's;7.49
Broadway Regency Restaurant;Lion Bridge Compensation;8.07
Broadway Regency Restaurant;Bud;8.15
Broadway Regency Restaurant;Dogfish SeaQuench;8.58
Broadway Regency Restaurant;Hefeweizen Doppelbock;8.62
Broadway Regency Restaurant;Michelob Golden Draft;8.69
Broadway Regency Restaurant;Port Brewing Board Meeting;8.88
Broadway Regency Restaurant;Holy Mountain Misere Au Borinage;9.03
Broadway Regency Restaurant;Zima Citrus;9.36
Broadway Regency Restaurant;Extra Gold;9.97
Broadway Regency Restaurant;Potato Skins;10.26
Broadway Regency Restaurant;Popcorn;10.26
Broadway Regency Restaurant;Maple-Glazed Peanuts;10.84
Broadway Regency Restaurant;Shrimp Cocktail;12.36
Broadway Regency Restaurant;Burger Sliders;12.51
Broadway Regency Restaurant;Onion Rings;13.5
Broadway Regency Restaurant;Nachos;14.28
Broadway Sports Bar Grill;Hefeweizen;5.32
Broadway Sports Bar Grill;Sauza Diablo;5.51
Broadway Sports Bar Grill;Toppling Goliath King Sue;6.31
Broadway Sports Bar Grill;Creamy Dark;7.34
Broadway Sports Bar Grill;Lion Bridge Compensation;8.87
Broadway Sports Bar Grill;Grimm Afterimage;8.89
Broadway Sports Bar Grill;Zima;9.06
Broadway Sports Bar Grill;Original Premium Lager;9.62
Broadway Sports Bar Grill;Budweiser;9.63
Broadway Sports Bar Grill;French Fries;10.3
Broadway Sports Bar Grill;Disco Fries;10.88
Broadway Sports Bar Grill;Pizza;11.57
Broadway Sports Bar Grill;Roasted Cauliflower;11.74
Broadway Sports Bar Grill;Artichoke Dip;12.57
Broadway Sports Bar Grill;Mozzarella Sticks;14.08
Broadway Sports Bar Grill;Nachos;14.3
Broadway Sports Bar Grill;Soft Pretzel;14.78
Brookhaven White Collar Unit;Southpaw Light;5.46
Brookhaven White Collar Unit;New Glarus Berliner Weiss;6.2
Brookhaven White Collar Unit;Melvin 2x4 Double IPA;6.27
Brookhaven White Collar Unit;J. Wakefield Miami Madness;8.38
Brookhaven White Collar Unit;Blue Moon;8.88
Brookhaven White Collar Unit;Maple-Glazed Peanuts;10.73
Brookhaven White Collar Unit;Fried Pickles;11.37
Brookhaven White Collar Unit;Mozzarella Sticks;12.27
Brookhaven White Collar Unit;Hot Wings;12.71
Brookhaven White Collar Unit;Nachos;14.09
Brownie's;Michelob Amber Bock;5.56
Brownie's;Brooklyn Bel Air Sour;5.98
Brownie's;The Bruery Mocha Wednesday;6.41
Brownie's;Sauza Diablo;6.51
Brownie's;Trilliul Vicinity;6.66
Brownie's;Summit Extra Pale Ale;6.78
Brownie's;Melvin 2x4 Double IPA;7.37
Brownie's;Toppling Goliath King Sue;7.53
Brownie's;Creamy Dark;7.99
Brownie's;Michelob Golden Draft Light;8.15
Brownie's;Stolichnaya Citrona;8.88
Brownie's;New Belgium La Folie;9.03
Brownie's;Lion Bridge Compensation;9.55
Brownie's;Devils Backbone Vienna Lager;9.58
Brownie's;Original Premium Lager;9.6
Brownie's;Potato Skins;10.62
Brownie's;Popcorn;11.67
Brownie's;Disco Fries;11.82
Brownie's;Sloppy Joe;12.31
Brownie's;Pigs in a Blanket;12.82
Brownie's;Onion Rings;14.85
Brownie's;Nachos;14.93
Brownstone Lounge;ICEHOUSE;5.29
Brownstone Lounge;Southpaw Light;5.43
Brownstone Lounge;New Glarus Berliner Weiss;5.76
Brownstone Lounge;Carton Boat Beer;5.87
Brownstone Lounge;Melvin 2x4 Double IPA;6.87
Brownstone Lounge;Creamy Dark;6.92
Brownstone Lounge;Wicked Weed Black Angel;7.26
Brownstone Lounge;Original Premium Lager Dog;8.17
Brownstone Lounge;New Belgium La Folie;8.6
Brownstone Lounge;Lion Bridge Compensation;8.97
Brownstone Lounge;Devils Backbone Vienna Lager;9.2
Brownstone Lounge;Hefeweizen Doppelbock;9.26
Brownstone Lounge;Live Oak Hefeweizen;9.34
Brownstone Lounge;Allagash White;9.38
Brownstone Lounge;Russian River STS;9.41
Brownstone Lounge;Holy Mountain Misere Au Borinage;9.45
Brownstone Lounge;Chuckanut Kolsch Style;9.85
Brownstone Lounge;Extra Gold;9.94
Brownstone Lounge;Popcorn;10.74
Brownstone Lounge;Roasted Cauliflower;10.86
Brownstone Lounge;Sloppy Joe;11.05
Brownstone Lounge;Chilli;13.47
Brownstone Lounge;Onion Rings;14.52
Brownstone Lounge;Hot Dogs;14.79
Bubba's;Brooklyn Bel Air Sour;5.05
Bubba's;Original Premium;5.28
Bubba's;The Bruery Mocha Wednesday;5.43
Bubba's;Sauza Diablo;5.5
Bubba's;Michelob Golden Draft Light;6.68
Bubba's;Wicked Weed Black Angel;6.84
Bubba's;Stolichnaya Citrona;7.08
Bubba's;Original Premium Lager Dog;7.49
Bubba's;Killian's;7.64
Bubba's;Dogfish SeaQuench;8.85
Bubba's;Hefeweizen Doppelbock;8.87
Bubba's;Russian River STS;8.92
Bubba's;Burial Griddle;8.93
Bubba's;Original Premium Lager;9.02
Bubba's;Budweiser;9.62
Bubba's;Extra Gold;9.89
Bubba's;Jalapeno Poppers;10.23
Bubba's;Cheese Fries;11.42
Bubba's;Buffalo Wings;12.93
Bubba's;Hot Wings;13.19
Bubba's;Onion Rings;14.36
Bubba's;Quesadillas;14.57
BUCKEYE TAVERN;Southpaw Light;6.0
BUCKEYE TAVERN;Michelob Amber Bock;6.67
BUCKEYE TAVERN;Original Premium;6.76
BUCKEYE TAVERN;The Bruery Mocha Wednesday;6.97
BUCKEYE TAVERN;Toppling Goliath King Sue;7.03
BUCKEYE TAVERN;J. Wakefield Miami Madness;7.08
BUCKEYE TAVERN;Wicked Weed Black Angel;7.15
BUCKEYE TAVERN;Killian's;7.77
BUCKEYE TAVERN;Dogfish SeaQuench;7.96
BUCKEYE TAVERN;Grimm Afterimage;8.84
BUCKEYE TAVERN;Russian River STS;9.08
BUCKEYE TAVERN;Holy Mountain Misere Au Borinage;9.17
BUCKEYE TAVERN;Chuckanut Kolsch Style;9.22
BUCKEYE TAVERN;Extra Gold;9.24
BUCKEYE TAVERN;French Fries;10.58
BUCKEYE TAVERN;Popcorn;10.93
BUCKEYE TAVERN;Disco Fries;11.2
BUCKEYE TAVERN;Roasted Cauliflower;11.91
BUCKEYE TAVERN;Shrimp Cocktail;12.13
BUCKEYE TAVERN;Artichoke Dip;12.33
BUCKEYE TAVERN;Sloppy Joe;13.81
BUCKEYE TAVERN;Burger Sliders;14.18
BUCKEYE TAVERN;Fried Pickles;14.51
BUCKEYE TAVERN;Soft Pretzel;14.68
Bull Pen Bar;Creamy Dark;6.32
Bull Pen Bar;Stolichnaya Citrona;6.91
Bull Pen Bar;Original Premium Lager Dog;7.55
Bull Pen Bar;Hefeweizen Doppelbock;8.08
Bull Pen Bar;Original Premium Lager;9.3
Bull Pen Bar;French Fries;10.61
Bull Pen Bar;Jalapeno Poppers;11.16
Bull Pen Bar;Roasted Cauliflower;11.77
Bull Pen Bar;Artichoke Dip;12.07
Bull Pen Bar;Cheese Fries;12.46
Bull Pen Bar;Nachos;12.55
Bull Pen Bar;Quesadillas;13.38
Bull Pen Bar;Soft Pretzel;13.71
Bunk House;Michelob ULTRA;5.5
Bunk House;Michelob Amber Bock;6.35
Bunk House;New Glarus Berliner Weiss;6.57
Bunk House;Creamy Dark;8.25
Bunk House;Michelob Golden Draft Light;9.23
Bunk House;Burial Griddle;9.42
Bunk House;Maple-Glazed Peanuts;10.73
Bunk House;Chilli;10.82
Bunk House;Cheese Fries;12.28
Bunk House;Buffalo Wings;12.77
Bunk House;Onion Rings;12.9
Bunk House;Hot Dogs;13.35
Bunk House;Nachos;14.98
Burnt Creek Club;Suarez Family Palatine Pils;5.18
Burnt Creek Club;Michelob Amber Bock;5.19
Burnt Creek Club;Original Premium;5.76
Burnt Creek Club;Melvin 2x4 Double IPA;5.85
Burnt Creek Club;J. Wakefield Miami Madness;6.31
Burnt Creek Club;Wicked Weed Black Angel;6.96
Burnt Creek Club;Blue Moon;7.28
Burnt Creek Club;Sun King Afternoon Delight;7.55
Burnt Creek Club;Marz Diliner Weisse;7.76
Burnt Creek Club;Bell's Two-Hearted Ale;8.49
Burnt Creek Club;Lion Bridge Compensation;8.61
Burnt Creek Club;Bud;8.99
Burnt Creek Club;Port Brewing Board Meeting;9.62
Burnt Creek Club;Russian River STS;9.87
Burnt Creek Club;Holy Mountain Misere Au Borinage;9.9
Burnt Creek Club;Burial Griddle;9.92
Burnt Creek Club;Deviled Eggs;10.49
Burnt Creek Club;Pizza;11.23
Burnt Creek Club;Artichoke Dip;11.55
Burnt Creek Club;Fried Pickles;11.66
Burnt Creek Club;Mozzarella Sticks;12.15
Burnt Creek Club;Cheese Fries;12.32
Burnt Creek Club;Onion Rings;13.17
Burnt Creek Club;Nachos;13.51
Burnt Creek Club;Quesadillas;14.83
Burnt Creek Club;Soft Pretzel;14.92
Cabaret West Glen;Southpaw Light;5.88
Cabaret West Glen;Michelob ULTRA;5.94
Cabaret West Glen;Michelob Amber Bock;6.31
Cabaret West Glen;New Glarus Berliner Weiss;6.49
Cabaret West Glen;The Bruery Mocha Wednesday;6.5
Cabaret West Glen;Tired Hands SaisonHands;6.99
Cabaret West Glen;Melvin 2x4 Double IPA;7.21
Cabaret West Glen;Toppling Goliath King Sue;7.35
Cabaret West Glen;Creamy Dark;7.73
Cabaret West Glen;Stolichnaya Citrona;8.05
Cabaret West Glen;Bud;8.08
Cabaret West Glen;Hefeweizen Doppelbock;8.38
Cabaret West Glen;Live Oak Hefeweizen;9.4
Cabaret West Glen;Michelob Golden Draft;9.51
Cabaret West Glen;Holy Mountain Misere Au Borinage;9.55
Cabaret West Glen;Zima;9.57
Cabaret West Glen;Original Premium Lager;9.78
Cabaret West Glen;Jalapeno Poppers;10.94
Cabaret West Glen;Pigs in a Blanket;10.97
Cabaret West Glen;Cheese Fries;12.37
Cabaret West Glen;Onion Rings;13.47
Cabaret West Glen;Hot Dogs;14.19
Cabin;ICEHOUSE;5.05
Cabin;Michelob ULTRA;5.48
Cabin;Suarez Family Palatine Pils;6.31
Cabin;Original Premium;6.38
Cabin;The Bruery Mocha Wednesday;6.86
Cabin;Sauza Diablo;6.9
Cabin;Trilliul Vicinity;7.14
Cabin;Tired Hands SaisonHands;7.47
Cabin;J. Wakefield Miami Madness;8.06
Cabin;Michelob Golden Draft Light;8.23
Cabin;Killian's;8.85
Cabin;Lion Bridge Compensation;9.3
Cabin;Hefeweizen Doppelbock;9.4
Cabin;Port Brewing Board Meeting;9.84
Cabin;Extra Gold;9.9
Cabin;Jalapeno Poppers;10.07
Cabin;Pizza;10.22
Cabin;Sloppy Joe;10.65
Cabin;Fried Pickles;10.73
Cabin;Mozzarella Sticks;10.82
Cabin;Cheese Fries;11.03
Cabin;Buffalo Wings;11.16
Cabin;Quesadillas;12.24
Cabin;Soft Pretzel;12.99
Cactus Jacks Tavern;Hefeweizen;5.95
Cactus Jacks Tavern;Michelob Amber Bock;6.01
Cactus Jacks Tavern;Original Premium;6.65
Cactus Jacks Tavern;Sauza Diablo;6.74
Cactus Jacks Tavern;Melvin 2x4 Double IPA;7.5
Cactus Jacks Tavern;Michelob Golden Draft Light;7.52
Cactus Jacks Tavern;Wicked Weed Black Angel;8.0
Cactus Jacks Tavern;Blue Moon;8.01
Cactus Jacks Tavern;Bell's Two-Hearted Ale;8.03
Cactus Jacks Tavern;Lion Bridge Compensation;8.08
Cactus Jacks Tavern;Bud;8.19
Cactus Jacks Tavern;Devils Backbone Vienna Lager;8.35
Cactus Jacks Tavern;Dogfish SeaQuench;8.98
Cactus Jacks Tavern;Allagash White;8.98
Cactus Jacks Tavern;Grimm Afterimage;9.03
Cactus Jacks Tavern;Port Brewing Board Meeting;9.06
Cactus Jacks Tavern;Holy Mountain Misere Au Borinage;9.13
Cactus Jacks Tavern;Zima Citrus;9.52
Cactus Jacks Tavern;Budweiser;9.52
Cactus Jacks Tavern;Moonlight Death and Taxes;9.98
Cactus Jacks Tavern;Potato Skins;10.46
Cactus Jacks Tavern;Disco Fries;11.38
Cactus Jacks Tavern;Roasted Cauliflower;11.97
Cactus Jacks Tavern;Sloppy Joe;12.26
Cactus Jacks Tavern;Chilli;12.32
Cactus Jacks Tavern;Fried Pickles;12.97
Cactus Jacks Tavern;Mozzarella Sticks;12.99
Cactus Jacks Tavern;Cheese Fries;13.24
Cactus Jacks Tavern;Hot Wings;13.89
Cactus Jacks Tavern;Nachos;14.25
Call Of The Wild;Original Premium;5.06
Call Of The Wild;J. Wakefield Miami Madness;5.63
Call Of The Wild;Creamy Dark;5.89
Call Of The Wild;Blue Moon;7.5
Call Of The Wild;New Belgium La Folie;7.69
Call Of The Wild;Marz Diliner Weisse;7.7
Call Of The Wild;Killian's;8.2
Call Of The Wild;Lion Bridge Compensation;8.34
Call Of The Wild;Live Oak Hefeweizen;8.47
Call Of The Wild;Russian River STS;8.67
Call Of The Wild;Zima;8.99
Call Of The Wild;Original Premium Lager;9.19
Call Of The Wild;Budweiser;9.98
Call Of The Wild;Deviled Eggs;10.52
Call Of The Wild;Maple-Glazed Peanuts;11.84
Call Of The Wild;Jalapeno Poppers;12.88
Call Of The Wild;Sloppy Joe;12.93
Call Of The Wild;Cheese Fries;13.09
Campus Inn;Hefeweizen;5.27
Campus Inn;Sauza Diablo;5.28
Campus Inn;Trilliul Vicinity;5.3
Campus Inn;Carton Boat Beer;5.36
Campus Inn;Tired Hands SaisonHands;5.71
Campus Inn;Toppling Goliath King Sue;6.36
Campus Inn;Michelob Golden Draft Light;6.81
Campus Inn;Stolichnaya Citrona;7.1
Campus Inn;New Belgium La Folie;7.29
Campus Inn;Bell's Two-Hearted Ale;7.63
Campus Inn;Bud;7.84
Campus Inn;Devils Backbone Vienna Lager;8.26
Campus Inn;Hefeweizen Doppelbock;8.31
Campus Inn;Live Oak Hefeweizen;8.69
Campus Inn;Port Brewing Board Meeting;8.95
Campus Inn;Russian River STS;9.36
Campus Inn;Extra Gold;9.49
Campus Inn;French Fries;11.8
Campus Inn;Maple-Glazed Peanuts;11.82
Campus Inn;Disco Fries;12.74
Campus Inn;Roasted Cauliflower;13.18
Campus Inn;Chilli;13.46
Campus Inn;Soft Pretzel;14.95
Canal Street Tavern;Michelob Amber Bock;5.41
Canal Street Tavern;Original Premium;6.09
Canal Street Tavern;The Bruery Mocha Wednesday;6.33
Canal Street Tavern;Sauza Diablo;6.5
Canal Street Tavern;Trilliul Vicinity;6.55
Canal Street Tavern;Melvin 2x4 Double IPA;6.6
Canal Street Tavern;Toppling Goliath King Sue;6.64
Canal Street Tavern;Stolichnaya Citrona;7.18
Canal Street Tavern;Killian's;8.65
Canal Street Tavern;Bud;8.73
Canal Street Tavern;Michelob Golden Draft;9.15
Canal Street Tavern;Grimm Afterimage;9.61
Canal Street Tavern;Zima;9.99
Canal Street Tavern;Deviled Eggs;10.14
Canal Street Tavern;Maple-Glazed Peanuts;11.22
Canal Street Tavern;Disco Fries;11.25
Canal Street Tavern;Sloppy Joe;11.68
Canal Street Tavern;Burger Sliders;11.69
Canal Street Tavern;Pigs in a Blanket;11.87
Canal Street Tavern;Fried Pickles;12.86
Canal Street Tavern;Mozzarella Sticks;12.94
Canal Street Tavern;Onion Rings;13.25
Canal Street Tavern;Nachos;14.25
Capn's Catering Llc;Hefeweizen;5.54
Capn's Catering Llc;Southpaw Light;6.21
Capn's Catering Llc;Carton Boat Beer;6.32
Capn's Catering Llc;J. Wakefield Miami Madness;6.96
Capn's Catering Llc;Lion Bridge Compensation;7.3
Capn's Catering Llc;Bud;7.52
Capn's Catering Llc;Dogfish SeaQuench;8.11
Capn's Catering Llc;Live Oak Hefeweizen;8.2
Capn's Catering Llc;Russian River STS;8.65
Capn's Catering Llc;Chuckanut Kolsch Style;8.67
Capn's Catering Llc;Budweiser;9.68
Capn's Catering Llc;Extra Gold;9.97
Capn's Catering Llc;Deviled Eggs;10.67
Capn's Catering Llc;Artichoke Dip;11.38
Capn's Catering Llc;Pigs in a Blanket;11.61
Capn's Catering Llc;Buffalo Wings;12.94
Capn's Catering Llc;Hot Wings;14.17
Carriage Inn;Brooklyn Bel Air Sour;6.67
Carriage Inn;Creamy Dark;7.3
Carriage Inn;Sun King Afternoon Delight;8.29
Carriage Inn;Devils Backbone Vienna Lager;9.26
Carriage Inn;Holy Mountain Misere Au Borinage;9.49
Carriage Inn;Extra Gold;9.67
Carriage Inn;Potato Skins;10.2
Carriage Inn;French Fries;10.82
Carriage Inn;Popcorn;11.97
Carriage Inn;Maple-Glazed Peanuts;12.32
Carriage Inn;Disco Fries;12.42
Carriage Inn;Pizza;12.8
Carriage Inn;Buffalo Wings;13.25
Carriage Inn;Soft Pretzel;13.81
Casa Nova Bar;Hefeweizen;5.13
Casa Nova Bar;Michelob Amber Bock;5.3
Casa Nova Bar;New Glarus Berliner Weiss;5.51
Casa Nova Bar;The Bruery Mocha Wednesday;5.66
Casa Nova Bar;Carton Boat Beer;5.86
Casa Nova Bar;Summit Extra Pale Ale;6.08
Casa Nova Bar;Tired Hands SaisonHands;6.15
Casa Nova Bar;Melvin 2x4 Double IPA;6.8
Casa Nova Bar;Toppling Goliath King Sue;7.59
Casa Nova Bar;Michelob Golden Draft Light;7.98
Casa Nova Bar;Stolichnaya Citrona;8.34
Casa Nova Bar;Killian's;8.71
Casa Nova Bar;Lion Bridge Compensation;9.22
Casa Nova Bar;Bud;9.23
Casa Nova Bar;Live Oak Hefeweizen;9.41
Casa Nova Bar;Michelob Golden Draft;9.65
Casa Nova Bar;Grimm Afterimage;9.76
Casa Nova Bar;Port Brewing Board Meeting;9.79
Casa Nova Bar;Chuckanut Kolsch Style;9.95
Casa Nova Bar;French Fries;10.01
Casa Nova Bar;Deviled Eggs;10.26
Casa Nova Bar;Shrimp Cocktail;11.88
Casa Nova Bar;Burger Sliders;14.11
Casa Nova Bar;Cheese Fries;14.18
Casa Nova Bar;Quesadillas;14.61
Catwalk;Michelob ULTRA;5.12
Catwalk;New Glarus Berliner Weiss;6.11
Catwalk;The Bruery Mocha Wednesday;6.3
Catwalk;Tired Hands SaisonHands;6.41
Catwalk;Toppling Goliath King Sue;6.74
Catwalk;Michelob Golden Draft Light;7.06
Catwalk;Stolichnaya Citrona;7.62
Catwalk;Original Premium Lager Dog;7.64
Catwalk;Blue Moon;7.94
Catwalk;Bell's Two-Hearted Ale;8.31
Catwalk;Lion Bridge Compensation;8.88
Catwalk;Bud;9.09
Catwalk;Hefeweizen Doppelbock;9.11
Catwalk;Michelob Golden Draft;9.21
Catwalk;Grimm Afterimage;9.24
Catwalk;Holy Mountain Misere Au Borinage;9.41
Catwalk;Zima;9.46
Catwalk;Original Premium Lager;9.55
Catwalk;Extra Gold;9.6
Catwalk;Moonlight Death and Taxes;9.95
Catwalk;Popcorn;10.0
Catwalk;Deviled Eggs;10.25
Catwalk;Roasted Cauliflower;12.42
Catwalk;Shrimp Cocktail;13.2
Catwalk;Burger Sliders;13.27
Catwalk;Hot Wings;13.71
Catwalk;Onion Rings;13.77
Catwalk;Hot Dogs;13.9
Catwalk;Soft Pretzel;14.48
Centennial Fine Wine Amp Spirits;ICEHOUSE;5.68
Centennial Fine Wine Amp Spirits;Michelob Amber Bock;6.35
Centennial Fine Wine Amp Spirits;Brooklyn Bel Air Sour;6.41
